City,Beach,Date,Enterococcus
BERTIOGA,BORACÉIA - COL. MARISTA,07/01/2018,67
BERTIOGA,BORACÉIA - COL. MARISTA,14/01/2018,12
BERTIOGA,BORACÉIA - COL. MARISTA,21/01/2018,2
BERTIOGA,BORACÉIA - COL. MARISTA,28/01/2018,67
BERTIOGA,BORACÉIA - COL. MARISTA,04/02/2018,31
BERTIOGA,BORACÉIA - COL. MARISTA,11/02/2018,2
BERTIOGA,BORACÉIA - COL. MARISTA,18/02/2018,3
BERTIOGA,BORACÉIA - COL. MARISTA,25/02/2018,1
BERTIOGA,BORACÉIA - COL. MARISTA,04/03/2018,3
BERTIOGA,BORACÉIA - COL. MARISTA,11/03/2018,4
BERTIOGA,BORACÉIA - COL. MARISTA,18/03/2018,3
BERTIOGA,BORACÉIA - COL. MARISTA,25/03/2018,1
BERTIOGA,BORACÉIA - COL. MARISTA,01/04/2018,3
BERTIOGA,BORACÉIA - COL. MARISTA,08/04/2018,2
BERTIOGA,BORACÉIA - COL. MARISTA,15/04/2018,104
BERTIOGA,BORACÉIA - COL. MARISTA,22/04/2018,2
BERTIOGA,BORACÉIA - COL. MARISTA,29/04/2018,1
BERTIOGA,BORACÉIA - COL. MARISTA,06/05/2018,3
BERTIOGA,BORACÉIA - COL. MARISTA,13/05/2018,83
BERTIOGA,BORACÉIA - COL. MARISTA,20/05/2018,6
BERTIOGA,BORACÉIA - COL. MARISTA,27/05/2018,1
BERTIOGA,BORACÉIA - COL. MARISTA,03/06/2018,48
BERTIOGA,BORACÉIA - COL. MARISTA,10/06/2018,2
BERTIOGA,BORACÉIA - COL. MARISTA,17/06/2018,29
BERTIOGA,BORACÉIA - COL. MARISTA,24/06/2018,35
BERTIOGA,BORACÉIA - COL. MARISTA,01/07/2018,1
BERTIOGA,BORACÉIA - COL. MARISTA,08/07/2018,12
BERTIOGA,BORACÉIA - COL. MARISTA,15/07/2018,1
BERTIOGA,BORACÉIA - COL. MARISTA,22/07/2018,2
BERTIOGA,BORACÉIA - COL. MARISTA,29/07/2018,1
BERTIOGA,BORACÉIA - COL. MARISTA,05/08/2018,1
BERTIOGA,BORACÉIA - COL. MARISTA,12/08/2018,14
BERTIOGA,BORACÉIA - COL. MARISTA,19/08/2018,2
BERTIOGA,BORACÉIA - COL. MARISTA,26/08/2018,110
BERTIOGA,BORACÉIA - COL. MARISTA,02/09/2018,1
BERTIOGA,BORACÉIA - COL. MARISTA,09/09/2018,2
BERTIOGA,BORACÉIA - COL. MARISTA,16/09/2018,1
BERTIOGA,BORACÉIA - COL. MARISTA,23/09/2018,7
BERTIOGA,BORACÉIA - COL. MARISTA,30/09/2018,1
BERTIOGA,BORACÉIA - COL. MARISTA,07/10/2018,7
BERTIOGA,BORACÉIA - COL. MARISTA,14/10/2018,74
BERTIOGA,BORACÉIA - COL. MARISTA,21/10/2018,1
BERTIOGA,BORACÉIA - COL. MARISTA,28/10/2018,15
BERTIOGA,BORACÉIA - COL. MARISTA,04/11/2018,32
BERTIOGA,BORACÉIA - COL. MARISTA,11/11/2018,1
BERTIOGA,BORACÉIA - COL. MARISTA,18/11/2018,103
BERTIOGA,BORACÉIA - COL. MARISTA,25/11/2018,7
BERTIOGA,BORACÉIA - COL. MARISTA,02/12/2018,1
BERTIOGA,BORACÉIA - COL. MARISTA,09/12/2018,6
BERTIOGA,BORACÉIA - COL. MARISTA,16/12/2018,21
BERTIOGA,BORACÉIA - COL. MARISTA,23/12/2018,115
BERTIOGA,BORACÉIA - COL. MARISTA,30/12/2018,2
BERTIOGA,BORACÉIA - SUL,07/01/2018,65
BERTIOGA,BORACÉIA - SUL,14/01/2018,3
BERTIOGA,BORACÉIA - SUL,21/01/2018,1
BERTIOGA,BORACÉIA - SUL,28/01/2018,71
BERTIOGA,BORACÉIA - SUL,04/02/2018,1
BERTIOGA,BORACÉIA - SUL,11/02/2018,2
BERTIOGA,BORACÉIA - SUL,18/02/2018,9
BERTIOGA,BORACÉIA - SUL,25/02/2018,3
BERTIOGA,BORACÉIA - SUL,04/03/2018,1
BERTIOGA,BORACÉIA - SUL,11/03/2018,5
BERTIOGA,BORACÉIA - SUL,18/03/2018,9
BERTIOGA,BORACÉIA - SUL,25/03/2018,1
BERTIOGA,BORACÉIA - SUL,01/04/2018,7
BERTIOGA,BORACÉIA - SUL,08/04/2018,1
BERTIOGA,BORACÉIA - SUL,15/04/2018,128
BERTIOGA,BORACÉIA - SUL,22/04/2018,1
BERTIOGA,BORACÉIA - SUL,29/04/2018,27
BERTIOGA,BORACÉIA - SUL,06/05/2018,1
BERTIOGA,BORACÉIA - SUL,13/05/2018,21
BERTIOGA,BORACÉIA - SUL,20/05/2018,3
BERTIOGA,BORACÉIA - SUL,27/05/2018,1
BERTIOGA,BORACÉIA - SUL,03/06/2018,20
BERTIOGA,BORACÉIA - SUL,10/06/2018,4
BERTIOGA,BORACÉIA - SUL,17/06/2018,45
BERTIOGA,BORACÉIA - SUL,24/06/2018,29
BERTIOGA,BORACÉIA - SUL,01/07/2018,1
BERTIOGA,BORACÉIA - SUL,08/07/2018,9
BERTIOGA,BORACÉIA - SUL,15/07/2018,2
BERTIOGA,BORACÉIA - SUL,22/07/2018,2
BERTIOGA,BORACÉIA - SUL,29/07/2018,1
BERTIOGA,BORACÉIA - SUL,05/08/2018,1
BERTIOGA,BORACÉIA - SUL,12/08/2018,38
BERTIOGA,BORACÉIA - SUL,19/08/2018,3
BERTIOGA,BORACÉIA - SUL,26/08/2018,105
BERTIOGA,BORACÉIA - SUL,02/09/2018,2
BERTIOGA,BORACÉIA - SUL,09/09/2018,4
BERTIOGA,BORACÉIA - SUL,16/09/2018,1
BERTIOGA,BORACÉIA - SUL,23/09/2018,1
BERTIOGA,BORACÉIA - SUL,30/09/2018,1
BERTIOGA,BORACÉIA - SUL,07/10/2018,8
BERTIOGA,BORACÉIA - SUL,14/10/2018,50
BERTIOGA,BORACÉIA - SUL,21/10/2018,3
BERTIOGA,BORACÉIA - SUL,28/10/2018,51
BERTIOGA,BORACÉIA - SUL,04/11/2018,11
BERTIOGA,BORACÉIA - SUL,11/11/2018,2
BERTIOGA,BORACÉIA - SUL,18/11/2018,89
BERTIOGA,BORACÉIA - SUL,25/11/2018,4
BERTIOGA,BORACÉIA - SUL,02/12/2018,6
BERTIOGA,BORACÉIA - SUL,09/12/2018,3
BERTIOGA,BORACÉIA - SUL,16/12/2018,4
BERTIOGA,BORACÉIA - SUL,23/12/2018,87
BERTIOGA,BORACÉIA - SUL,30/12/2018,2
BERTIOGA,GUARATUBA,07/01/2018,36
BERTIOGA,GUARATUBA,14/01/2018,5
BERTIOGA,GUARATUBA,21/01/2018,1
BERTIOGA,GUARATUBA,28/01/2018,62
BERTIOGA,GUARATUBA,04/02/2018,1
BERTIOGA,GUARATUBA,11/02/2018,70
BERTIOGA,GUARATUBA,18/02/2018,6
BERTIOGA,GUARATUBA,25/02/2018,1
BERTIOGA,GUARATUBA,04/03/2018,3
BERTIOGA,GUARATUBA,11/03/2018,2
BERTIOGA,GUARATUBA,18/03/2018,1
BERTIOGA,GUARATUBA,25/03/2018,1
BERTIOGA,GUARATUBA,01/04/2018,10
BERTIOGA,GUARATUBA,08/04/2018,1
BERTIOGA,GUARATUBA,15/04/2018,84
BERTIOGA,GUARATUBA,22/04/2018,3
BERTIOGA,GUARATUBA,29/04/2018,1
BERTIOGA,GUARATUBA,06/05/2018,4
BERTIOGA,GUARATUBA,13/05/2018,3
BERTIOGA,GUARATUBA,20/05/2018,1
BERTIOGA,GUARATUBA,27/05/2018,1
BERTIOGA,GUARATUBA,03/06/2018,32
BERTIOGA,GUARATUBA,10/06/2018,10
BERTIOGA,GUARATUBA,17/06/2018,39
BERTIOGA,GUARATUBA,24/06/2018,33
BERTIOGA,GUARATUBA,01/07/2018,1
BERTIOGA,GUARATUBA,08/07/2018,7
BERTIOGA,GUARATUBA,15/07/2018,1
BERTIOGA,GUARATUBA,22/07/2018,1
BERTIOGA,GUARATUBA,29/07/2018,3
BERTIOGA,GUARATUBA,05/08/2018,1
BERTIOGA,GUARATUBA,12/08/2018,15
BERTIOGA,GUARATUBA,19/08/2018,1
BERTIOGA,GUARATUBA,26/08/2018,112
BERTIOGA,GUARATUBA,02/09/2018,1
BERTIOGA,GUARATUBA,09/09/2018,2
BERTIOGA,GUARATUBA,16/09/2018,1
BERTIOGA,GUARATUBA,23/09/2018,1
BERTIOGA,GUARATUBA,30/09/2018,1
BERTIOGA,GUARATUBA,07/10/2018,27
BERTIOGA,GUARATUBA,14/10/2018,69
BERTIOGA,GUARATUBA,21/10/2018,2
BERTIOGA,GUARATUBA,28/10/2018,22
BERTIOGA,GUARATUBA,04/11/2018,10
BERTIOGA,GUARATUBA,11/11/2018,1
BERTIOGA,GUARATUBA,18/11/2018,26
BERTIOGA,GUARATUBA,25/11/2018,1
BERTIOGA,GUARATUBA,02/12/2018,1
BERTIOGA,GUARATUBA,09/12/2018,3
BERTIOGA,GUARATUBA,16/12/2018,1
BERTIOGA,GUARATUBA,23/12/2018,8
BERTIOGA,GUARATUBA,30/12/2018,7
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),07/01/2018,30
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),14/01/2018,11
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),21/01/2018,2
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),28/01/2018,112
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),04/02/2018,49
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),11/02/2018,62
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),18/02/2018,1
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),25/02/2018,3
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),04/03/2018,10
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),11/03/2018,7
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),18/03/2018,1
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),25/03/2018,1
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),01/04/2018,6
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),08/04/2018,1
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),15/04/2018,67
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),22/04/2018,4
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),29/04/2018,8
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),06/05/2018,2
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),13/05/2018,2
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),20/05/2018,12
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),27/05/2018,1
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),03/06/2018,9
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),10/06/2018,4
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),17/06/2018,47
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),24/06/2018,2
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),01/07/2018,1
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),08/07/2018,1
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),15/07/2018,1
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),22/07/2018,7
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),29/07/2018,12
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),05/08/2018,2
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),12/08/2018,14
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),19/08/2018,3
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),26/08/2018,107
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),02/09/2018,13
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),09/09/2018,3
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),16/09/2018,1
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),23/09/2018,1
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),30/09/2018,1
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),07/10/2018,16
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),14/10/2018,91
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),21/10/2018,5
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),28/10/2018,10
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),04/11/2018,54
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),11/11/2018,1
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),18/11/2018,31
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),25/11/2018,5
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),02/12/2018,2
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),09/12/2018,79
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),16/12/2018,1
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),23/12/2018,6
BERTIOGA,SÃO LOURENÇO (JUNTO AO MORRO),30/12/2018,15
BERTIOGA,SÃO LOURENÇO (RUA 2),07/01/2018,92
BERTIOGA,SÃO LOURENÇO (RUA 2),14/01/2018,10
BERTIOGA,SÃO LOURENÇO (RUA 2),21/01/2018,9
BERTIOGA,SÃO LOURENÇO (RUA 2),28/01/2018,106
BERTIOGA,SÃO LOURENÇO (RUA 2),04/02/2018,3
BERTIOGA,SÃO LOURENÇO (RUA 2),11/02/2018,55
BERTIOGA,SÃO LOURENÇO (RUA 2),18/02/2018,11
BERTIOGA,SÃO LOURENÇO (RUA 2),25/02/2018,1
BERTIOGA,SÃO LOURENÇO (RUA 2),04/03/2018,22
BERTIOGA,SÃO LOURENÇO (RUA 2),11/03/2018,9
BERTIOGA,SÃO LOURENÇO (RUA 2),18/03/2018,2
BERTIOGA,SÃO LOURENÇO (RUA 2),25/03/2018,2
BERTIOGA,SÃO LOURENÇO (RUA 2),01/04/2018,7
BERTIOGA,SÃO LOURENÇO (RUA 2),08/04/2018,1
BERTIOGA,SÃO LOURENÇO (RUA 2),15/04/2018,77
BERTIOGA,SÃO LOURENÇO (RUA 2),22/04/2018,89
BERTIOGA,SÃO LOURENÇO (RUA 2),29/04/2018,5
BERTIOGA,SÃO LOURENÇO (RUA 2),06/05/2018,1
BERTIOGA,SÃO LOURENÇO (RUA 2),13/05/2018,1
BERTIOGA,SÃO LOURENÇO (RUA 2),20/05/2018,1
BERTIOGA,SÃO LOURENÇO (RUA 2),27/05/2018,1
BERTIOGA,SÃO LOURENÇO (RUA 2),03/06/2018,4
BERTIOGA,SÃO LOURENÇO (RUA 2),10/06/2018,3
BERTIOGA,SÃO LOURENÇO (RUA 2),17/06/2018,51
BERTIOGA,SÃO LOURENÇO (RUA 2),24/06/2018,1
BERTIOGA,SÃO LOURENÇO (RUA 2),01/07/2018,1
BERTIOGA,SÃO LOURENÇO (RUA 2),08/07/2018,1
BERTIOGA,SÃO LOURENÇO (RUA 2),15/07/2018,1
BERTIOGA,SÃO LOURENÇO (RUA 2),22/07/2018,7
BERTIOGA,SÃO LOURENÇO (RUA 2),29/07/2018,2
BERTIOGA,SÃO LOURENÇO (RUA 2),05/08/2018,1
BERTIOGA,SÃO LOURENÇO (RUA 2),12/08/2018,7
BERTIOGA,SÃO LOURENÇO (RUA 2),19/08/2018,1
BERTIOGA,SÃO LOURENÇO (RUA 2),26/08/2018,111
BERTIOGA,SÃO LOURENÇO (RUA 2),02/09/2018,13
BERTIOGA,SÃO LOURENÇO (RUA 2),09/09/2018,1
BERTIOGA,SÃO LOURENÇO (RUA 2),16/09/2018,1
BERTIOGA,SÃO LOURENÇO (RUA 2),23/09/2018,10
BERTIOGA,SÃO LOURENÇO (RUA 2),30/09/2018,2
BERTIOGA,SÃO LOURENÇO (RUA 2),07/10/2018,19
BERTIOGA,SÃO LOURENÇO (RUA 2),14/10/2018,80
BERTIOGA,SÃO LOURENÇO (RUA 2),21/10/2018,7
BERTIOGA,SÃO LOURENÇO (RUA 2),28/10/2018,6
BERTIOGA,SÃO LOURENÇO (RUA 2),04/11/2018,94
BERTIOGA,SÃO LOURENÇO (RUA 2),11/11/2018,4
BERTIOGA,SÃO LOURENÇO (RUA 2),18/11/2018,104
BERTIOGA,SÃO LOURENÇO (RUA 2),25/11/2018,1
BERTIOGA,SÃO LOURENÇO (RUA 2),02/12/2018,4
BERTIOGA,SÃO LOURENÇO (RUA 2),09/12/2018,47
BERTIOGA,SÃO LOURENÇO (RUA 2),16/12/2018,8
BERTIOGA,SÃO LOURENÇO (RUA 2),23/12/2018,3
BERTIOGA,SÃO LOURENÇO (RUA 2),30/12/2018,12
BERTIOGA,ENSEADA - INDAIÁ,07/01/2018,17
BERTIOGA,ENSEADA - INDAIÁ,14/01/2018,4
BERTIOGA,ENSEADA - INDAIÁ,21/01/2018,12
BERTIOGA,ENSEADA - INDAIÁ,28/01/2018,57
BERTIOGA,ENSEADA - INDAIÁ,04/02/2018,10
BERTIOGA,ENSEADA - INDAIÁ,11/02/2018,61
BERTIOGA,ENSEADA - INDAIÁ,18/02/2018,6
BERTIOGA,ENSEADA - INDAIÁ,25/02/2018,5
BERTIOGA,ENSEADA - INDAIÁ,04/03/2018,5
BERTIOGA,ENSEADA - INDAIÁ,11/03/2018,15
BERTIOGA,ENSEADA - INDAIÁ,18/03/2018,1
BERTIOGA,ENSEADA - INDAIÁ,25/03/2018,3
BERTIOGA,ENSEADA - INDAIÁ,01/04/2018,1
BERTIOGA,ENSEADA - INDAIÁ,08/04/2018,4
BERTIOGA,ENSEADA - INDAIÁ,15/04/2018,136
BERTIOGA,ENSEADA - INDAIÁ,22/04/2018,21
BERTIOGA,ENSEADA - INDAIÁ,29/04/2018,1
BERTIOGA,ENSEADA - INDAIÁ,06/05/2018,1
BERTIOGA,ENSEADA - INDAIÁ,13/05/2018,17
BERTIOGA,ENSEADA - INDAIÁ,20/05/2018,5
BERTIOGA,ENSEADA - INDAIÁ,27/05/2018,1
BERTIOGA,ENSEADA - INDAIÁ,03/06/2018,13
BERTIOGA,ENSEADA - INDAIÁ,10/06/2018,2
BERTIOGA,ENSEADA - INDAIÁ,17/06/2018,54
BERTIOGA,ENSEADA - INDAIÁ,24/06/2018,19
BERTIOGA,ENSEADA - INDAIÁ,01/07/2018,1
BERTIOGA,ENSEADA - INDAIÁ,08/07/2018,13
BERTIOGA,ENSEADA - INDAIÁ,15/07/2018,1
BERTIOGA,ENSEADA - INDAIÁ,22/07/2018,11
BERTIOGA,ENSEADA - INDAIÁ,29/07/2018,6
BERTIOGA,ENSEADA - INDAIÁ,05/08/2018,1
BERTIOGA,ENSEADA - INDAIÁ,12/08/2018,56
BERTIOGA,ENSEADA - INDAIÁ,19/08/2018,5
BERTIOGA,ENSEADA - INDAIÁ,26/08/2018,96
BERTIOGA,ENSEADA - INDAIÁ,02/09/2018,18
BERTIOGA,ENSEADA - INDAIÁ,09/09/2018,2
BERTIOGA,ENSEADA - INDAIÁ,16/09/2018,5
BERTIOGA,ENSEADA - INDAIÁ,23/09/2018,1
BERTIOGA,ENSEADA - INDAIÁ,30/09/2018,1
BERTIOGA,ENSEADA - INDAIÁ,07/10/2018,103
BERTIOGA,ENSEADA - INDAIÁ,14/10/2018,92
BERTIOGA,ENSEADA - INDAIÁ,21/10/2018,4
BERTIOGA,ENSEADA - INDAIÁ,28/10/2018,31
BERTIOGA,ENSEADA - INDAIÁ,04/11/2018,17
BERTIOGA,ENSEADA - INDAIÁ,11/11/2018,1
BERTIOGA,ENSEADA - INDAIÁ,18/11/2018,117
BERTIOGA,ENSEADA - INDAIÁ,25/11/2018,11
BERTIOGA,ENSEADA - INDAIÁ,02/12/2018,16
BERTIOGA,ENSEADA - INDAIÁ,09/12/2018,10
BERTIOGA,ENSEADA - INDAIÁ,16/12/2018,14
BERTIOGA,ENSEADA - INDAIÁ,23/12/2018,33
BERTIOGA,ENSEADA - INDAIÁ,30/12/2018,2
BERTIOGA,ENSEADA - VISTA LINDA,07/01/2018,20
BERTIOGA,ENSEADA - VISTA LINDA,14/01/2018,15
BERTIOGA,ENSEADA - VISTA LINDA,21/01/2018,44
BERTIOGA,ENSEADA - VISTA LINDA,28/01/2018,89
BERTIOGA,ENSEADA - VISTA LINDA,04/02/2018,5
BERTIOGA,ENSEADA - VISTA LINDA,11/02/2018,59
BERTIOGA,ENSEADA - VISTA LINDA,18/02/2018,19
BERTIOGA,ENSEADA - VISTA LINDA,25/02/2018,4
BERTIOGA,ENSEADA - VISTA LINDA,04/03/2018,56
BERTIOGA,ENSEADA - VISTA LINDA,11/03/2018,8
BERTIOGA,ENSEADA - VISTA LINDA,18/03/2018,59
BERTIOGA,ENSEADA - VISTA LINDA,25/03/2018,1
BERTIOGA,ENSEADA - VISTA LINDA,01/04/2018,1
BERTIOGA,ENSEADA - VISTA LINDA,08/04/2018,22
BERTIOGA,ENSEADA - VISTA LINDA,15/04/2018,168
BERTIOGA,ENSEADA - VISTA LINDA,22/04/2018,6
BERTIOGA,ENSEADA - VISTA LINDA,29/04/2018,1
BERTIOGA,ENSEADA - VISTA LINDA,06/05/2018,2
BERTIOGA,ENSEADA - VISTA LINDA,13/05/2018,12
BERTIOGA,ENSEADA - VISTA LINDA,20/05/2018,10
BERTIOGA,ENSEADA - VISTA LINDA,27/05/2018,1
BERTIOGA,ENSEADA - VISTA LINDA,03/06/2018,101
BERTIOGA,ENSEADA - VISTA LINDA,10/06/2018,3
BERTIOGA,ENSEADA - VISTA LINDA,17/06/2018,42
BERTIOGA,ENSEADA - VISTA LINDA,24/06/2018,4
BERTIOGA,ENSEADA - VISTA LINDA,01/07/2018,1
BERTIOGA,ENSEADA - VISTA LINDA,08/07/2018,14
BERTIOGA,ENSEADA - VISTA LINDA,15/07/2018,4
BERTIOGA,ENSEADA - VISTA LINDA,22/07/2018,29
BERTIOGA,ENSEADA - VISTA LINDA,29/07/2018,4
BERTIOGA,ENSEADA - VISTA LINDA,05/08/2018,1
BERTIOGA,ENSEADA - VISTA LINDA,12/08/2018,13
BERTIOGA,ENSEADA - VISTA LINDA,19/08/2018,4
BERTIOGA,ENSEADA - VISTA LINDA,26/08/2018,103
BERTIOGA,ENSEADA - VISTA LINDA,02/09/2018,12
BERTIOGA,ENSEADA - VISTA LINDA,09/09/2018,4
BERTIOGA,ENSEADA - VISTA LINDA,16/09/2018,2
BERTIOGA,ENSEADA - VISTA LINDA,23/09/2018,16
BERTIOGA,ENSEADA - VISTA LINDA,30/09/2018,2
BERTIOGA,ENSEADA - VISTA LINDA,07/10/2018,107
BERTIOGA,ENSEADA - VISTA LINDA,14/10/2018,84
BERTIOGA,ENSEADA - VISTA LINDA,21/10/2018,18
BERTIOGA,ENSEADA - VISTA LINDA,28/10/2018,29
BERTIOGA,ENSEADA - VISTA LINDA,04/11/2018,24
BERTIOGA,ENSEADA - VISTA LINDA,11/11/2018,5
BERTIOGA,ENSEADA - VISTA LINDA,18/11/2018,121
BERTIOGA,ENSEADA - VISTA LINDA,25/11/2018,1
BERTIOGA,ENSEADA - VISTA LINDA,02/12/2018,15
BERTIOGA,ENSEADA - VISTA LINDA,09/12/2018,68
BERTIOGA,ENSEADA - VISTA LINDA,16/12/2018,4
BERTIOGA,ENSEADA - VISTA LINDA,23/12/2018,43
BERTIOGA,ENSEADA - VISTA LINDA,30/12/2018,8
BERTIOGA,ENSEADA - COLÔNIA DO SESC,07/01/2018,60
BERTIOGA,ENSEADA - COLÔNIA DO SESC,14/01/2018,4
BERTIOGA,ENSEADA - COLÔNIA DO SESC,21/01/2018,38
BERTIOGA,ENSEADA - COLÔNIA DO SESC,28/01/2018,78
BERTIOGA,ENSEADA - COLÔNIA DO SESC,04/02/2018,1
BERTIOGA,ENSEADA - COLÔNIA DO SESC,11/02/2018,55
BERTIOGA,ENSEADA - COLÔNIA DO SESC,18/02/2018,47
BERTIOGA,ENSEADA - COLÔNIA DO SESC,25/02/2018,1
BERTIOGA,ENSEADA - COLÔNIA DO SESC,04/03/2018,79
BERTIOGA,ENSEADA - COLÔNIA DO SESC,11/03/2018,12
BERTIOGA,ENSEADA - COLÔNIA DO SESC,18/03/2018,33
BERTIOGA,ENSEADA - COLÔNIA DO SESC,25/03/2018,2
BERTIOGA,ENSEADA - COLÔNIA DO SESC,01/04/2018,12
BERTIOGA,ENSEADA - COLÔNIA DO SESC,08/04/2018,17
BERTIOGA,ENSEADA - COLÔNIA DO SESC,15/04/2018,152
BERTIOGA,ENSEADA - COLÔNIA DO SESC,22/04/2018,2
BERTIOGA,ENSEADA - COLÔNIA DO SESC,29/04/2018,3
BERTIOGA,ENSEADA - COLÔNIA DO SESC,06/05/2018,1
BERTIOGA,ENSEADA - COLÔNIA DO SESC,13/05/2018,3
BERTIOGA,ENSEADA - COLÔNIA DO SESC,20/05/2018,12
BERTIOGA,ENSEADA - COLÔNIA DO SESC,27/05/2018,14
BERTIOGA,ENSEADA - COLÔNIA DO SESC,03/06/2018,105
BERTIOGA,ENSEADA - COLÔNIA DO SESC,10/06/2018,12
BERTIOGA,ENSEADA - COLÔNIA DO SESC,17/06/2018,40
BERTIOGA,ENSEADA - COLÔNIA DO SESC,24/06/2018,1
BERTIOGA,ENSEADA - COLÔNIA DO SESC,01/07/2018,1
BERTIOGA,ENSEADA - COLÔNIA DO SESC,08/07/2018,12
BERTIOGA,ENSEADA - COLÔNIA DO SESC,15/07/2018,1
BERTIOGA,ENSEADA - COLÔNIA DO SESC,22/07/2018,31
BERTIOGA,ENSEADA - COLÔNIA DO SESC,29/07/2018,1
BERTIOGA,ENSEADA - COLÔNIA DO SESC,05/08/2018,1
BERTIOGA,ENSEADA - COLÔNIA DO SESC,12/08/2018,14
BERTIOGA,ENSEADA - COLÔNIA DO SESC,19/08/2018,8
BERTIOGA,ENSEADA - COLÔNIA DO SESC,26/08/2018,97
BERTIOGA,ENSEADA - COLÔNIA DO SESC,02/09/2018,15
BERTIOGA,ENSEADA - COLÔNIA DO SESC,09/09/2018,21
BERTIOGA,ENSEADA - COLÔNIA DO SESC,16/09/2018,3
BERTIOGA,ENSEADA - COLÔNIA DO SESC,23/09/2018,2
BERTIOGA,ENSEADA - COLÔNIA DO SESC,30/09/2018,1
BERTIOGA,ENSEADA - COLÔNIA DO SESC,07/10/2018,104
BERTIOGA,ENSEADA - COLÔNIA DO SESC,14/10/2018,19
BERTIOGA,ENSEADA - COLÔNIA DO SESC,21/10/2018,6
BERTIOGA,ENSEADA - COLÔNIA DO SESC,28/10/2018,17
BERTIOGA,ENSEADA - COLÔNIA DO SESC,04/11/2018,19
BERTIOGA,ENSEADA - COLÔNIA DO SESC,11/11/2018,5
BERTIOGA,ENSEADA - COLÔNIA DO SESC,18/11/2018,107
BERTIOGA,ENSEADA - COLÔNIA DO SESC,25/11/2018,4
BERTIOGA,ENSEADA - COLÔNIA DO SESC,02/12/2018,16
BERTIOGA,ENSEADA - COLÔNIA DO SESC,09/12/2018,12
BERTIOGA,ENSEADA - COLÔNIA DO SESC,16/12/2018,4
BERTIOGA,ENSEADA - COLÔNIA DO SESC,23/12/2018,23
BERTIOGA,ENSEADA - COLÔNIA DO SESC,30/12/2018,6
BERTIOGA,ENSEADA - R. RAFAEL COSTABILI,07/01/2018,110
BERTIOGA,ENSEADA - R. RAFAEL COSTABILI,14/01/2018,15
BERTIOGA,ENSEADA - R. RAFAEL COSTABILI,21/01/2018,6
